"activity" "subject" "measurement" "mean" "sd"
"WALKING" 10 "fBodyGyro-meanFreq()-X" -0.0663150945743537 0.272652397122108
"WALKING" 10 "fBodyGyro-meanFreq()-Y" -0.0881515905938775 0.274745314160111
"WALKING" 10 "fBodyGyro-meanFreq()-Z" -0.0500743540119048 0.23035227042735
"WALKING" 10 "fBodyGyro-skewness()-X" -0.204940292216667 0.324426162277138
"WALKING" 10 "fBodyGyro-kurtosis()-X" -0.51308318387619 0.322706628857673
"WALKING" 10 "fBodyGyro-skewness()-Y" -0.165532502316667 0.360828509016222
"WALKING" 10 "fBodyGyro-kurtosis()-Y" -0.506475534858503 0.387699207599388
"WALKING" 10 "fBodyGyro-skewness()-Z" -0.245629504565646 0.295514421205182
"WALKING" 10 "fBodyGyro-kurtosis()-Z" -0.571798886660884 0.310501791173258
"WALKING" 10 "fBodyGyro-bandsEnergy()-1" -0.907317415 0.122020369169338
"WALKING" 10 "fBodyGyro-bandsEnergy()-9" -0.893338108061224 0.126819897909776
"WALKING" 10 "fBodyGyro-bandsEnergy()-17" -0.92515752670068 0.0915357849821781
"WALKING" 10 "fBodyGyro-bandsEnergy()-25" -0.955903288945578 0.0570847300813076
"WALKING" 10 "fBodyGyro-bandsEnergy()-33" -0.943452527346939 0.0769964750300708
"WALKING" 10 "fBodyGyro-bandsEnergy()-41" -0.944534242891157 0.0757559772003468
"WALKING" 10 "fBodyGyro-bandsEnergy()-49" -0.957344573809524 0.0702646126244748
"WALKING" 10 "fBodyGyro-bandsEnergy()-57" -0.969064746564626 0.0694772344992381
"WALKING" 10 "fBodyAccMag-mean()" -0.518734046961905 0.481495733065615
"WALKING" 10 "fBodyAccMag-std()" -0.633196110969728 0.360520199357629
"WALKING" 10 "fBodyAccMag-mad()" -0.560493254793197 0.436231929857697
"WALKING" 10 "fBodyAccMag-max()" -0.739466598744898 0.264016349851384
"WALKING" 10 "fBodyAccMag-min()" -0.856429306816327 0.190891557225315
"WALKING" 10 "fBodyAccMag-sma()" -0.518734046961905 0.481495733065615
"WALKING" 10 "fBodyAccMag-energy()" -0.793897884527211 0.243164422442564
"WALKING" 10 "fBodyAccMag-iqr()" -0.662386883544558 0.354127008371144
"WALKING" 10 "fBodyAccMag-entropy()" -0.135325929269728 0.719261243797479
"WALKING" 10 "fBodyAccMag-maxInds" -0.752052544561225 0.282169659989857
"WALKING" 10 "fBodyAccMag-meanFreq()" 0.173253569411224 0.249688893230495
"WALKING" 10 "fBodyAccMag-skewness()" -0.418343802270748 0.311968771932967
"WALKING" 10 "fBodyAccMag-kurtosis()" -0.686748577343537 0.310564503764144
"WALKING" 10 "fBodyBodyAccJerkMag-mean()" -0.515140810846939 0.497552227726878
"WALKING" 10 "fBodyBodyAccJerkMag-std()" -0.553027359614864 0.467710866759513
"WALKING" 10 "fBodyBodyAccJerkMag-mad()" -0.511921598962585 0.504267433039557
"WALKING" 10 "fBodyBodyAccJerkMag-max()" -0.626338756646599 0.399970347156384
"WALKING" 10 "fBodyBodyAccJerkMag-min()" -0.734330286454082 0.335137467651116
"WALKING" 10 "fBodyBodyAccJerkMag-sma()" -0.515140810846939 0.497552227726878
"WALKING" 10 "fBodyBodyAccJerkMag-energy()" -0.769003167965986 0.269496401818045
"WALKING" 10 "fBodyBodyAccJerkMag-iqr()" -0.602416621476871 0.414452402369884
"WALKING" 10 "fBodyBodyAccJerkMag-entropy()" -0.241461758673469 0.723415453559747
"WALKING" 10 "fBodyBodyAccJerkMag-maxInds" -0.867832846054422 0.204279487058414
"WALKING" 10 "fBodyBodyAccJerkMag-meanFreq()" 0.163072697936429 0.266939310449287
"WALKING" 10 "fBodyBodyAccJerkMag-skewness()" -0.334668004747367 0.318598551261808
"WALKING" 10 "fBodyBodyAccJerkMag-kurtosis()" -0.655902044785714 0.286814877516381
"WALKING" 10 "fBodyBodyGyroMag-mean()" -0.661496552826531 0.321287026184258
"WALKING" 10 "fBodyBodyGyroMag-std()" -0.666014612598639 0.329361513647027
"WALKING" 10 "fBodyBodyGyroMag-mad()" -0.634437160237415 0.354626182399785
"WALKING" 10 "fBodyBodyGyroMag-max()" -0.717727199629932 0.287989869946159
"WALKING" 10 "fBodyBodyGyroMag-min()" -0.889004737687075 0.135252026014715
"WALKING" 10 "fBodyBodyGyroMag-sma()" -0.661496552826531 0.321287026184258
"WALKING" 10 "fBodyBodyGyroMag-energy()" -0.863588531258503 0.17200178602379
"WALKING" 10 "fBodyBodyGyroMag-iqr()" -0.670479458642857 0.326544028050355
"WALKING" 10 "fBodyBodyGyroMag-entropy()" -0.0172426559714286 0.62002230264253
"WALKING" 10 "fBodyBodyGyroMag-maxInds" -0.858712715727891 0.183862396906794
"WALKING" 10 "fBodyBodyGyroMag-meanFreq()" 0.0120855942278469 0.290076125951328
"WALKING" 10 "fBodyBodyGyroMag-skewness()" -0.337144436592857 0.313331464465358
"WALKING" 10 "fBodyBodyGyroMag-kurtosis()" -0.63629544085034 0.297310375455773
"WALKING" 10 "fBodyBodyGyroJerkMag-mean()" -0.767780095068027 0.228131624752704
"WALKING" 10 "fBodyBodyGyroJerkMag-std()" -0.787144257176871 0.21342206607539
"WALKING" 10 "fBodyBodyGyroJerkMag-mad()" -0.763009066836735 0.234668130189144
"WALKING" 10 "fBodyBodyGyroJerkMag-max()" -0.809497792857143 0.197060862200583
"WALKING" 10 "fBodyBodyGyroJerkMag-min()" -0.857311022503401 0.172435519772249
"WALKING" 10 "fBodyBodyGyroJerkMag-sma()" -0.767780095068027 0.228131624752704
"WALKING" 10 "fBodyBodyGyroJerkMag-energy()" -0.946713872176871 0.063611379845305
"WALKING" 10 "fBodyBodyGyroJerkMag-iqr()" -0.761714136292517 0.236791321780746
"WALKING" 10 "fBodyBodyGyroJerkMag-entropy()" -0.205252921438776 0.616242205613394
"WALKING" 10 "fBodyBodyGyroJerkMag-maxInds" -0.87506748629932 0.202992463583343
"WALKING" 10 "fBodyBodyGyroJerkMag-meanFreq()" 0.153580253720748 0.255123536402868
"WALKING" 10 "fBodyBodyGyroJerkMag-skewness()" -0.345872702452286 0.275452654013979
"WALKING" 10 "fBodyBodyGyroJerkMag-kurtosis()" -0.666458341690476 0.234667295735121
"WALKING" 10 "angle(tBodyAccMean" 0.00283330082659524 0.386382657824765
"WALKING" 10 "angle(tBodyAccJerkMean)" -0.00362373274343537 0.48786938205109
"WALKING" 10 "angle(tBodyGyroMean" -0.0192203603939014 0.603127880599226
"WALKING" 10 "angle(tBodyGyroJerkMean" 0.052032163887415 0.481693880947224
"WALKING" 10 "angle(X" -0.502995312482993 0.558136978935303
"WALKING" 10 "angle(Y" 0.140515434785034 0.369314616628564
"WALKING" 10 "angle(Z" -0.00499449004468367 0.245503297220127
"WALKING" 10 "y" 1 0
"WALKING" 12 "tBodyAcc-mean()-X" 0.27360872421875 0.0640651501244642
"WALKING" 12 "tBodyAcc-mean()-Y" -0.018337204411489 0.0195328380590101
"WALKING" 12 "tBodyAcc-mean()-Z" -0.106649116775 0.0312583363112188
"WALKING" 12 "tBodyAcc-std()-X" -0.583962207065 0.436367781419898
"WALKING" 12 "tBodyAcc-std()-Y" -0.522040023435 0.472589425497759
"WALKING" 12 "tBodyAcc-std()-Z" -0.699293531365625 0.276863960790067
"WALKING" 12 "tBodyAcc-mad()-X" -0.613368757200625 0.406846269204001
"WALKING" 12 "tBodyAcc-mad()-Y" -0.545491504041875 0.448695460869309
"WALKING" 12 "tBodyAcc-mad()-Z" -0.704234186884375 0.271242528843593
"WALKING" 12 "tBodyAcc-max()-X" -0.410079975391938 0.566407259274654
"WALKING" 12 "tBodyAcc-max()-Y" -0.305086800940625 0.274149427380424
"WALKING" 12 "tBodyAcc-max()-Z" -0.618252291449375 0.19061159314496
"WALKING" 12 "tBodyAcc-min()-X" 0.5120895829 0.360028397184405
"WALKING" 12 "tBodyAcc-min()-Y" 0.378640087984813 0.341091106113264
"WALKING" 12 "tBodyAcc-min()-Z" 0.63354799896875 0.223268263475388
"WALKING" 12 "tBodyAcc-sma()" -0.572795048652812 0.416185432819833
"WALKING" 12 "tBodyAcc-energy()-X" -0.8171896486 0.221495967148658
"WALKING" 12 "tBodyAcc-energy()-Y" -0.91194764996875 0.113976142262817
"WALKING" 12 "tBodyAcc-energy()-Z" -0.9218434819375 0.0902102082375007
"WALKING" 12 "tBodyAcc-iqr()-X" -0.67988949890625 0.341339944205162
"WALKING" 12 "tBodyAcc-iqr()-Y" -0.67564622308 0.323943665120136
"WALKING" 12 "tBodyAcc-iqr()-Z" -0.729741599584375 0.248111770031587
"WALKING" 12 "tBodyAcc-entropy()-X" -0.097562542723125 0.377240428385591
"WALKING" 12 "tBodyAcc-entropy()-Y" -0.0882722758028125 0.415301582320587
"WALKING" 12 "tBodyAcc-entropy()-Z" -0.1062603179825 0.362049474698205
"WALKING" 12 "tBodyAcc-arCoeff()-X" -0.130725506665 0.301380783333009
"WALKING" 12 "tBodyAcc-arCoeff()-Y" -0.0416706667115625 0.227740377714848
"WALKING" 12 "tBodyAcc-arCoeff()-Z" 0.00808447278128125 0.214494625106584
"WALKING" 12 "tBodyAcc-correlation()-X" -0.128058493534687 0.320834698892354
"WALKING" 12 "tBodyAcc-correlation()-Y" 0.0797941473284375 0.338690733213031
"WALKING" 12 "tGravityAcc-mean()-X" 0.69922245131875 0.520711024764166
"WALKING" 12 "tGravityAcc-mean()-Y" 0.029976775735 0.400269102605444
"WALKING" 12 "tGravityAcc-mean()-Z" 0.0330295544910625 0.253557675230508
"WALKING" 12 "tGravityAcc-std()-X" -0.96738343446875 0.0862281639777395
"WALKING" 12 "tGravityAcc-std()-Y" -0.9605729084375 0.0406201152753553
"WALKING" 12 "tGravityAcc-std()-Z" -0.9468085636875 0.0740455661843718
"WALKING" 12 "tGravityAcc-mad()-X" -0.96821422871875 0.0850047876156624
"WALKING" 12 "tGravityAcc-mad()-Y" -0.96152602228125 0.0392510193003399
"WALKING" 12 "tGravityAcc-mad()-Z" -0.9478879808125 0.0728732025517325
"WALKING" 12 "tGravityAcc-max()-X" 0.63853439275 0.513649912608174
"WALKING" 12 "tGravityAcc-max()-Y" 0.0133108475726875 0.387102624014659
"WALKING" 12 "tGravityAcc-max()-Z" 0.0358628690946562 0.251353463151698
"WALKING" 12 "tGravityAcc-min()-X" 0.71395549184375 0.512427318240756
"WALKING" 12 "tGravityAcc-min()-Y" 0.0439906811385313 0.397522700578243
"WALKING" 12 "tGravityAcc-min()-Z" 0.0218415880757669 0.252805734990595
"WALKING" 12 "tGravityAcc-sma()" -0.331900779715625 0.300829048889221
"WALKING" 12 "tGravityAcc-energy()-X" 0.51433695096875 0.726930541786668
"WALKING" 12 "tGravityAcc-energy()-Y" -0.68721519559375 0.567450358647612
"WALKING" 12 "tGravityAcc-energy()-Z" -0.8713941403125 0.344164482155026
"WALKING" 12 "tGravityAcc-iqr()-X" -0.9700984428125 0.0811768119000658
"WALKING" 12 "tGravityAcc-iqr()-Y" -0.96477041525 0.036041411346715
"WALKING" 12 "tGravityAcc-iqr()-Z" -0.95177693884375 0.067251079167328
"WALKING" 12 "tGravityAcc-entropy()-X" -0.782011666203125 0.307686389107987
"WALKING" 12 "tGravityAcc-entropy()-Y" -0.865487648734688 0.269370243949412
"WALKING" 12 "tGravityAcc-entropy()-Z" -0.78508062673625 0.332508286972811
"WALKING" 12 "tGravityAcc-arCoeff()-X" -0.441095691239313 0.210971218705704
"WALKING" 12 "tGravityAcc-arCoeff()-Y" -0.2817785237125 0.303054319591804
"WALKING" 12 "tGravityAcc-arCoeff()-Z" -0.408947583207281 0.256509552273801
"WALKING" 12 "tGravityAcc-correlation()-X" 0.15050647612 0.709431030189711
"WALKING" 12 "tGravityAcc-correlation()-Y" 0.1620018415375 0.697463040175804
"WALKING" 12 "tBodyAccJerk-mean()-X" 0.070430311315625 0.18236202782437
"WALKING" 12 "tBodyAccJerk-mean()-Y" 0.0053115377979375 0.153449303518753
"WALKING" 12 "tBodyAccJerk-mean()-Z" 0.0003081123684 0.109813177840861
"WALKING" 12 "tBodyAccJerk-std()-X" -0.582418267596875 0.447798924901118
"WALKING" 12 "tBodyAccJerk-std()-Y" -0.571359817082031 0.457329702424346
"WALKING" 12 "tBodyAccJerk-std()-Z" -0.79262193625 0.22016718045458
"WALKING" 12 "tBodyAccJerk-mad()-X" -0.589899801431875 0.441907118293893
"WALKING" 12 "tBodyAccJerk-mad()-Y" -0.561180566261875 0.465264909497731
"WALKING" 12 "tBodyAccJerk-mad()-Z" -0.788188889 0.222512991329081
"WALKING" 12 "tBodyAccJerk-max()-X" -0.680021410375625 0.358889324456467
"WALKING" 12 "tBodyAccJerk-max()-Y" -0.6977828582575 0.346358083166155
"WALKING" 12 "tBodyAccJerk-max()-Z" -0.83919684515625 0.171738096245683
"WALKING" 12 "tBodyAccJerk-min()-X" 0.494507623686875 0.538377116313183
"WALKING" 12 "tBodyAccJerk-min()-Y" 0.660187166529375 0.372207705964466
"WALKING" 12 "tBodyAccJerk-min()-Z" 0.77669994659375 0.239428533568695
"WALKING" 12 "tBodyAccJerk-sma()" -0.629448623021875 0.388859602715305
"WALKING" 12 "tBodyAccJerk-energy()-X" -0.8115339186 0.245227142943436
"WALKING" 12 "tBodyAccJerk-energy()-Y" -0.801573325080625 0.287240343421217
"WALKING" 12 "tBodyAccJerk-energy()-Z" -0.95192961084375 0.0665314237453466
"WALKING" 12 "tBodyAccJerk-iqr()-X" -0.600744290684375 0.434982868873112
"WALKING" 12 "tBodyAccJerk-iqr()-Y" -0.644144389850531 0.37490633704556
"WALKING" 12 "tBodyAccJerk-iqr()-Z" -0.80558916390625 0.20005838523283
"WALKING" 12 "tBodyAccJerk-entropy()-X" 0.04137729668125 0.63965451700064
"WALKING" 12 "tBodyAccJerk-entropy()-Y" -0.01827699318125 0.58641608795742
"WALKING" 12 "tBodyAccJerk-entropy()-Z" -0.10123252363125 0.549283161676141
"WALKING" 12 "tBodyAccJerk-arCoeff()-X" -0.124503004767812 0.290021455278245
"WALKING" 12 "tBodyAccJerk-arCoeff()-Y" -0.085704110305 0.234755678930021
"WALKING" 12 "tBodyAccJerk-arCoeff()-Z" -0.0263376019825 0.211978286437952
"WALKING" 12 "tBodyAccJerk-correlation()-X" -0.168979054192813 0.252608814891178
"WALKING" 12 "tBodyAccJerk-correlation()-Y" 0.000101815436718751 0.257474146636755
"WALKING" 12 "tBodyGyro-mean()-X" -0.0628663472537188 0.196885722458046
"WALKING" 12 "tBodyGyro-mean()-Y" -0.0592027333975 0.119426553410172
"WALKING" 12 "tBodyGyro-mean()-Z" 0.0960742146838125 0.103643247360123
"WALKING" 12 "tBodyGyro-std()-X" -0.727881704983125 0.263623897574371
"WALKING" 12 "tBodyGyro-std()-Y" -0.73506282621875 0.246224521988
"WALKING" 12 "tBodyGyro-std()-Z" -0.671057678528125 0.320920134210767
"WALKING" 12 "tBodyGyro-mad()-X" -0.738675908665625 0.256052007087723
"WALKING" 12 "tBodyGyro-mad()-Y" -0.747628768375 0.237308626367934
"WALKING" 12 "tBodyGyro-mad()-Z" -0.67614093095 0.321060791932738
"WALKING" 12 "tBodyGyro-max()-X" -0.64702086056125 0.262285567744289
"WALKING" 12 "tBodyGyro-max()-Y" -0.76389760259375 0.193597138973677
"WALKING" 12 "tBodyGyro-max()-Z" -0.510048016490625 0.248911461852992
"WALKING" 12 "tBodyGyro-min()-X" 0.614689905465625 0.236498634659441
"WALKING" 12 "tBodyGyro-min()-Y" 0.7683011198125 0.140441950658543
"WALKING" 12 "tBodyGyro-min()-Z" 0.57052788024875 0.27623147197055
"WALKING" 12 "tBodyGyro-sma()" -0.629415203645 0.331527436103364
"WALKING" 12 "tBodyGyro-energy()-X" -0.90894318253125 0.127856494208138
"WALKING" 12 "tBodyGyro-energy()-Y" -0.9327712401875 0.075335689874389
"WALKING" 12 "tBodyGyro-energy()-Z" -0.89785329925 0.12120721290408
"WALKING" 12 "tBodyGyro-iqr()-X" -0.754327155740625 0.250639271592229
"WALKING" 12 "tBodyGyro-iqr()-Y" -0.77100850015625 0.222937866594317
"WALKING" 12 "tBodyGyro-iqr()-Z" -0.714145737284375 0.295631910990549
"WALKING" 12 "tBodyGyro-entropy()-X" -0.150931026734688 0.438835794615934
"WALKING" 12 "tBodyGyro-entropy()-Y" -0.0377171096871875 0.361183555967975
"WALKING" 12 "tBodyGyro-entropy()-Z" -0.00039703690684375 0.409126990552807
"WALKING" 12 "tBodyGyro-arCoeff()-X" -0.23502008636075 0.218151967953416
"WALKING" 12 "tBodyGyro-arCoeff()-Y" -0.182606553160722 0.172843339983561
"WALKING" 12 "tBodyGyro-arCoeff()-Z" -0.0936537563634375 0.24748330020659
"WALKING" 12 "tBodyGyro-correlation()-X" -0.142497218034125 0.343235868254103
"WALKING" 12 "tBodyGyro-correlation()-Y" -0.0623164074515625 0.377797620594301
"WALKING" 12 "tBodyGyroJerk-mean()-X" -0.0731134377315625 0.122248989038613
"WALKING" 12 "tBodyGyroJerk-mean()-Y" -0.043678823491875 0.0718156132646871
"WALKING" 12 "tBodyGyroJerk-mean()-Z" -0.0574585039485312 0.115473402939171
"WALKING" 12 "tBodyGyroJerk-std()-X" -0.709726149496875 0.303563108311415
"WALKING" 12 "tBodyGyroJerk-std()-Y" -0.8112325993125 0.195621710882414
"WALKING" 12 "tBodyGyroJerk-std()-Z" -0.749351860259375 0.267204040006338
"WALKING" 12 "tBodyGyroJerk-mad()-X" -0.71545165977125 0.29757709753725
"WALKING" 12 "tBodyGyroJerk-mad()-Y" -0.8225880535625 0.183279195818335
"WALKING" 12 "tBodyGyroJerk-mad()-Z" -0.760188283190625 0.249691342893084
"WALKING" 12 "tBodyGyroJerk-max()-X" -0.70920426079375 0.318705135275211
"WALKING" 12 "tBodyGyroJerk-max()-Y" -0.82720474675 0.187597582252883
"WALKING" 12 "tBodyGyroJerk-max()-Z" -0.723523597207812 0.323608338266145
"WALKING" 12 "tBodyGyroJerk-min()-X" 0.72913268045625 0.29235595997943
"WALKING" 12 "tBodyGyroJerk-min()-Y" 0.84434410946875 0.171542694665671
"WALKING" 12 "tBodyGyroJerk-min()-Z" 0.8019042655 0.241132349742596
"WALKING" 12 "tBodyGyroJerk-sma()" -0.7789808149375 0.226355430885925
"WALKING" 12 "tBodyGyroJerk-energy()-X" -0.91104980309375 0.127507497093579
"WALKING" 12 "tBodyGyroJerk-energy()-Y" -0.9627367398125 0.0524685384641124
"WALKING" 12 "tBodyGyroJerk-energy()-Z" -0.93190847231125 0.114495610721436
"WALKING" 12 "tBodyGyroJerk-iqr()-X" -0.737034652665625 0.277749691822087
"WALKING" 12 "tBodyGyroJerk-iqr()-Y" -0.83789200896875 0.167873854008146
"WALKING" 12 "tBodyGyroJerk-iqr()-Z" -0.782033572875 0.229927557158878
"WALKING" 12 "tBodyGyroJerk-entropy()-X" 0.0888641492603125 0.479688694040881
"WALKING" 12 "tBodyGyroJerk-entropy()-Y" 0.120046735404375 0.438434871405628
"WALKING" 12 "tBodyGyroJerk-entropy()-Z" 0.072538481369375 0.51568997629265
"WALKING" 12 "tBodyGyroJerk-arCoeff()-X" -0.0826351284584375 0.197228686395105
"WALKING" 12 "tBodyGyroJerk-arCoeff()-Y" -0.150577157230281 0.167705217354289
"WALKING" 12 "tBodyGyroJerk-arCoeff()-Z" -0.0357798834036563 0.273379347463515
"WALKING" 12 "tBodyGyroJerk-correlation()-X" 0.08027772541075 0.271625641388928
"WALKING" 12 "tBodyGyroJerk-correlation()-Y" -0.0366384983846875 0.214134286082943
"WALKING" 12 "tBodyAccMag-mean()" -0.559586545675313 0.4320413646786
"WALKING" 12 "tBodyAccMag-std()" -0.5743864944925 0.42349391182079
"WALKING" 12 "tBodyAccMag-mad()" -0.637055189890625 0.359557961899378
"WALKING" 12 "tBodyAccMag-max()" -0.541662407507188 0.457719252665336
"WALKING" 12 "tBodyAccMag-min()" -0.85195429115625 0.166313631316076
"WALKING" 12 "tBodyAccMag-sma()" -0.559586545675313 0.4320413646786
"WALKING" 12 "tBodyAccMag-energy()" -0.79400287184375 0.240305082118606
"WALKING" 12 "tBodyAccMag-iqr()" -0.719943484800938 0.275554084090712
"WALKING" 12 "tBodyAccMag-entropy()" 0.2072761673225 0.596064346904289
"WALKING" 12 "tBodyAccMag-arCoeff()1" -0.0400423557244688 0.227996222314376
"WALKING" 12 "tBodyAccMag-arCoeff()2" 0.0018512133996875 0.19320163130074
"WALKING" 12 "tBodyAccMag-arCoeff()3" 0.0356968027449062 0.239818377617143
"WALKING" 12 "tBodyAccMag-arCoeff()4" -0.0038239326621875 0.251015077013474
"WALKING" 12 "tGravityAccMag-mean()" -0.559586545675313 0.4320413646786
"WALKING" 12 "tGravityAccMag-std()" -0.5743864944925 0.42349391182079
"WALKING" 12 "tGravityAccMag-mad()" -0.637055189890625 0.359557961899378
"WALKING" 12 "tGravityAccMag-max()" -0.541662407507188 0.457719252665336
"WALKING" 12 "tGravityAccMag-min()" -0.85195429115625 0.166313631316076
"WALKING" 12 "tGravityAccMag-sma()" -0.559586545675313 0.4320413646786
"WALKING" 12 "tGravityAccMag-energy()" -0.79400287184375 0.240305082118606
"WALKING" 12 "tGravityAccMag-iqr()" -0.719943484800938 0.275554084090712
"WALKING" 12 "tGravityAccMag-entropy()" 0.2072761673225 0.596064346904289
"WALKING" 12 "tGravityAccMag-arCoeff()1" -0.0400423557244688 0.227996222314376
"WALKING" 12 "tGravityAccMag-arCoeff()2" 0.0018512133996875 0.19320163130074
"WALKING" 12 "tGravityAccMag-arCoeff()3" 0.0356968027449062 0.239818377617143
"WALKING" 12 "tGravityAccMag-arCoeff()4" -0.0038239326621875 0.251015077013474
"WALKING" 12 "tBodyAccJerkMag-mean()" -0.6300504918575 0.388138702827612
"WALKING" 12 "tBodyAccJerkMag-std()" -0.566365683597188 0.460923418331671
"WALKING" 12 "tBodyAccJerkMag-mad()" -0.595506604237813 0.431200401029387
"WALKING" 12 "tBodyAccJerkMag-max()" -0.5727114644875 0.450728601201881
"WALKING" 12 "tBodyAccJerkMag-min()" -0.79904608640625 0.22409138239232
"WALKING" 12 "tBodyAccJerkMag-sma()" -0.6300504918575 0.388138702827612
"WALKING" 12 "tBodyAccJerkMag-energy()" -0.83378848030625 0.212487329766321
"WALKING" 12 "tBodyAccJerkMag-iqr()" -0.668254948109375 0.359012849818274
"WALKING" 12 "tBodyAccJerkMag-entropy()" 0.01757229175625 0.681568104443891
"WALKING" 12 "tBodyAccJerkMag-arCoeff()1" 0.086292583796125 0.202725503885889
"WALKING" 12 "tBodyAccJerkMag-arCoeff()2" -0.0197377362559375 0.203214950911749
"WALKING" 12 "tBodyAccJerkMag-arCoeff()3" -0.171074346085375 0.236485796682695
"WALKING" 12 "tBodyAccJerkMag-arCoeff()4" 0.030770299898 0.257765000811021
"WALKING" 12 "tBodyGyroMag-mean()" -0.63166805889875 0.330793747842223
"WALKING" 12 "tBodyGyroMag-std()" -0.68485805678325 0.283414908313781
"WALKING" 12 "tBodyGyroMag-mad()" -0.6522284343375 0.316657091046977
"WALKING" 12 "tBodyGyroMag-max()" -0.71821801651875 0.2520343634005
"WALKING" 12 "tBodyGyroMag-min()" -0.729921787384375 0.287851381270048
"WALKING" 12 "tBodyGyroMag-sma()" -0.63166805889875 0.330793747842223
"WALKING" 12 "tBodyGyroMag-energy()" -0.8720831868 0.147162754331334
"WALKING" 12 "tBodyGyroMag-iqr()" -0.672906425253125 0.307298140454825
"WALKING" 12 "tBodyGyroMag-entropy()" 0.416256873925 0.407285583502485
"WALKING" 12 "tBodyGyroMag-arCoeff()1" 0.00801695636496875 0.249117751151292
"WALKING" 12 "tBodyGyroMag-arCoeff()2" -0.127753820909031 0.242550081413455
"WALKING" 12 "tBodyGyroMag-arCoeff()3" 0.182147115433969 0.259051588925665
"WALKING" 12 "tBodyGyroMag-arCoeff()4" -0.08442260098 0.253687773197869
"WALKING" 12 "tBodyGyroJerkMag-mean()" -0.77729447821875 0.227420280078725
"WALKING" 12 "tBodyGyroJerkMag-std()" -0.7863865328125 0.224153195288208
"WALKING" 12 "tBodyGyroJerkMag-mad()" -0.798684895933656 0.20894483610513
"WALKING" 12 "tBodyGyroJerkMag-max()" -0.79622100425 0.216503774510235
"WALKING" 12 "tBodyGyroJerkMag-min()" -0.81383258668125 0.214352256756122
"WALKING" 12 "tBodyGyroJerkMag-sma()" -0.77729447821875 0.227420280078725
"WALKING" 12 "tBodyGyroJerkMag-energy()" -0.9476823510625 0.0724315330179536
"WALKING" 12 "tBodyGyroJerkMag-iqr()" -0.81149376175 0.194771501306753
"WALKING" 12 "tBodyGyroJerkMag-entropy()" 0.262401518791562 0.586240789653235
"WALKING" 12 "tBodyGyroJerkMag-arCoeff()1" 0.272156429628372 0.219011813866951
"WALKING" 12 "tBodyGyroJerkMag-arCoeff()2" -0.245262315584375 0.195295460730658
"WALKING" 12 "tBodyGyroJerkMag-arCoeff()3" -0.0729843335815625 0.192520828536369
"WALKING" 12 "tBodyGyroJerkMag-arCoeff()4" -0.0323395496842188 0.222946367984537
"WALKING" 12 "fBodyAcc-mean()-X" -0.578920210879375 0.443319771429396
"WALKING" 12 "fBodyAcc-mean()-Y" -0.523287078731563 0.485093294266097
"WALKING" 12 "fBodyAcc-mean()-Z" -0.7266403145 0.264838171391771
"WALKING" 12 "fBodyAcc-std()-X" -0.586922577889687 0.434573206597798
"WALKING" 12 "fBodyAcc-std()-Y" -0.553076639139062 0.437450139210272
"WALKING" 12 "fBodyAcc-std()-Z" -0.709983235125 0.264544431083206
"WALKING" 12 "fBodyAcc-mad()-X" -0.552274146675331 0.470321931801537
"WALKING" 12 "fBodyAcc-mad()-Y" -0.523082602886219 0.483160547452097
"WALKING" 12 "fBodyAcc-mad()-Z" -0.70984444896875 0.275316687006132
"WALKING" 12 "fBodyAcc-max()-X" -0.6552228479925 0.375578547377888
"WALKING" 12 "fBodyAcc-max()-Y" -0.693338788515625 0.296205662239317
"WALKING" 12 "fBodyAcc-max()-Z" -0.727323247375 0.256120385674151
"WALKING" 12 "fBodyAcc-min()-X" -0.841548807652656 0.236634594152534
"WALKING" 12 "fBodyAcc-min()-Y" -0.8860801858125 0.165913909963192
"WALKING" 12 "fBodyAcc-min()-Z" -0.93442834421875 0.0801518036093967
"WALKING" 12 "fBodyAcc-sma()" -0.549322564515125 0.453975975064432
"WALKING" 12 "fBodyAcc-energy()-X" -0.817543554615625 0.221511340450684
"WALKING" 12 "fBodyAcc-energy()-Y" -0.771911941996875 0.296754694471752
"WALKING" 12 "fBodyAcc-energy()-Z" -0.9129828073125 0.100956082656611
"WALKING" 12 "fBodyAcc-iqr()-X" -0.578826707814469 0.453229277097862
"WALKING" 12 "fBodyAcc-iqr()-Y" -0.595421815281562 0.434134382661384
"WALKING" 12 "fBodyAcc-iqr()-Z" -0.7745637344375 0.232777912036708
"WALKING" 12 "fBodyAcc-entropy()-X" -0.11313181334375 0.718559512812033
"WALKING" 12 "fBodyAcc-entropy()-Y" -0.116112807375 0.646769213955502
"WALKING" 12 "fBodyAcc-entropy()-Z" -0.188495557924688 0.539374086540398
"WALKING" 12 "fBodyAcc-maxInds-X" -0.711290321203125 0.293852763132596
"WALKING" 12 "fBodyAcc-maxInds-Y" -0.799999998940625 0.243107709193218
"WALKING" 12 "fBodyAcc-maxInds-Z" -0.843028845775 0.215191268190155
"WALKING" 12 "fBodyAcc-meanFreq()-X" -0.183738216351156 0.249558114153661
"WALKING" 12 "fBodyAcc-meanFreq()-Y" 0.0444598424159375 0.222779955473143
"WALKING" 12 "fBodyAcc-meanFreq()-Z" 0.0689109866546875 0.249031261264733
"WALKING" 12 "fBodyAcc-skewness()-X" -0.218313649851125 0.358611005223499
